uni,affil_id,affiliation
harvard university,110168239,harvard kenneth c. griffin graduate school of arts and sciences
harvard university,126775336,harvard kenneth c. griffin graduate school of arts and sciences
harvard university,60017150,harvard law school
harvard university,127908290,harvard law school project on disability
harvard university,131149506,harvard law school project on disability
harvard university,112872878,harvard longwood psychiatry residency program
harvard university,100435655,harvard longwood psychiatry residency training program
harvard university,100490756,harvard macy institute
harvard university,126987131,harvard macy institute
harvard university,106688676,harvard mass general brigham plastic surgery residency program
harvard university,108890390,harvard medical a.a. martinos center for biomedical imaging
harvard university,111115866,harvard medical center
harvard university,110047965,harvard medical faculty physicians
harvard university,129088676,harvard medical postdoc association
harvard university,60002746,harvard medical school
harvard university,112602749,harvard medical school
harvard university,60008361,harvard medical school center for hereditary deafness
harvard university,129043175,harvard medical schoolal
harvard university,125682984,harvard medical schoolc
harvard university,106668362,harvard medical toxicology fellowship
harvard university,132791828,harvard negotiation and mediation clinical program
harvard university,100662094,harvard negotiation project
harvard university,113914173,harvard neonatal-perinatal medicine fellowship program
harvard university,60012535,harvard neurodiscovery center
harvard university,130106498,harvard new research building
harvard university,121816494,harvard nlp group
harvard university,115089366,harvard orthopaedic trauma initiative
harvard university,105221107,harvard orthopaedic trauma service
harvard university,127436313,harvard orthopaedic trauma service
harvard university,123933597,harvard orthopedic trauma service
harvard university,128286348,harvard pediatric health services research fellowship
harvard university,100598920,harvard pediatric health services research fellowship program
harvard university,132187896,harvard program in ethics and health
harvard university,113489174,harvard program in speech and hearing bioscience and technology
harvard university,125890090,harvard program in virology
harvard university,127180481,harvard program in virology
harvard university,131379016,harvard quantum initiative
harvard university,129516907,harvard radcliffe institute
harvard university,60027234,harvard radiation oncology
harvard university,131642519,harvard radiation oncology program
harvard university,132187481,harvard research computing and data services
harvard university,123934231,harvard retinal imaging lab
harvard university,60005856,harvard school of dental medicine
harvard university,131079114,harvard school of dental medicine
harvard university,60287955,harvard seas‐cupb joint laboratory on petroleum science
harvard university,101205724,harvard south shore psychiatry program
harvard university,114721831,harvard south shore psychiatry residency program
harvard university,115126631,harvard south shore psychiatry residency training program
harvard university,60027452,harvard stem cell institute
harvard university,126837316,harvard t. h. chang school of public medicine
harvard university,60032499,harvard t.h. chan school of public health
harvard university,127928350,harvard t.h. chan school of public health
harvard university,131001543,harvard t.h. chan school of public health
harvard university,60107878,harvard t.h. chan school of public health aids initiative
harvard university,114887225,harvard t.h. chen school of public health
harvard university,125282252,harvard th chan school of public
harvard university,128825106,harvard th chen school of public health
harvard university,106929009,harvard ukrainian research institute
harvard university,60009982,harvard university
harvard university,60028031,harvard university herbaria & libraries
harvard university,60077569,harvard university jefferson physical laboratory
harvard university,121290621,harvard visual computing group
harvard university,132102016,harvard's belfer center's arctic initiative
harvard university,126606799,harvard's graduate school of education
harvard university,129467281,harvard's institute for world literature
harvard university,101151238,harvard's school of public health
harvard university,60097350,harvard-mit health sciences and technology
harvard university,60020680,harvard-smithsonian center for astrophysics
harvard university,100450818,harvard-westlake school
harvard university,112741771,harvard-wide pediatric health services research fellowship
harvard university,132797667,harvard/bidmc disaster medicine fellowship
harvard university,123795628,harvard/mgh center on genomics
harvard university,130138082,harvard/mit md-phd program
harvard university,130803724,harvard–mit program in health sciences and technology
harvard university,131145304,harvard’s center for african studies
harvard university,132138820,harvard’s fairbank center for east asian research
harvard university,101784824,harvard’s graduate school of education
harvard university,130337687,harvard’s sakharov seminars on human rights
harvard university,131079851,hutchins center for african & amp; african american research at harvard
harvard university,133267414,institute for biologically inspired engineering at harvard
harvard university,60002294,institute for theoretical atomic molecular and optical physics
harvard university,129847528,intl. secty. prog. belfer ctr. for sci. and intl. aff. harvard kennedy sch. and the secty. studs. prog. mit
harvard university,60006332,john f. kennedy school of government
harvard university,127653268,john harvard distinguished science and itc fellow
harvard university,128005358,ludwig cancer center at harvard
harvard university,60013733,lyman laboratory of physics
harvard university,128505285,max planck harvard research center for the archaeoscience of the ancient mediterranean (mhaam)
harvard university,60122560,max planck-harvard research center for the archaeoscience of the ancient mediterranean
harvard university,123935025,max planck-harvard research center for the archaeoscience of the ancient mediterranean
harvard university,120298855,max planck-harvard research center for thearchaeoscience of the ancient mediterranean
harvard university,118605795,metalab (at) harvard
harvard university,60027589,mineralogical and geological museum at harvard university
harvard university,126718615,nutrition obesity research center at harvard (norch)
harvard university,109677816,oral health policy and epidemiology at the harvard
harvard university,126424529,psychodynamic training in the harvard south shore residency program
harvard university,60018380,radcliffe institute for advanced study
harvard university,114089757,risk management foundation of the harvard medical institutions
harvard university,127343177,risk management foundation of the harvard medical institutions (crico)
harvard university,126182298,risk management foundation of the harvard medical institutions inc
harvard university,60008668,smithsonian astrophysical observatory
harvard university,60028849,society of fellows harvard university
harvard university,119156616,spaulding-harvard traumatic brain injury model system
harvard university,121379707,spaulding-harvard traumatic brain injury model system
harvard university,130133883,spaulding/harvard physical medicine and rehabilitation residency training program
harvard university,129116049,the harvard crimson
harvard university,127149182,the harvard cryo-em center for structural biology
harvard university,131437625,the human flourishing program at harvard’s institute for quantitative social science
harvard university,60008789,the rowland institute at harvard
harvard university,131546871,veterans affairs boston/harvard south shore
harvard university,60100185,weatherhead center for international affairs
harvard university,127599177,wyss institute at harvard
stanford university,122434362,10stanford cancer institute
stanford university,129098555,22stanford cancer institute
stanford university,60076515,beckman center for molecular and genetic medicine
stanford university,60015156,cardiac rehabilitation program
stanford university,132318263,cbastanford medicine children’s health
stanford university,60075286,center for advanced study in the behavioral sciences
stanford university,60078422,center for turbulence research
stanford university,60104839,computer systems laboratory stanford
stanford university,60003743,department of aeronautics and astronautics
stanford university,60141509,department of bioengineering
stanford university,60141511,department of civil & environmental engineering
stanford university,60141505,department of energy science and engineering
stanford university,127268517,division of oncologydepartment of medicinestanford universitystanfordcalifornia
stanford university,60028364,falk cardiovascular research center
stanford university,60091253,geballe laboratory for advanced materials
stanford university,60074650,ginzton laboratory
stanford university,113172012,glenn laboratories for the biology of aging at stanford
stanford university,129485877,interventional radiology innovation at stanford (iris)
stanford university,124218990,jane lathrop stanford middle school
stanford university,127786539,joint replacement center at stanford
stanford university,60091251,kavli institute for particle astrophysics and cosmology
stanford university,105195911,leinweber institute for theoretical physics at stanford
stanford university,112085313,pgsp-stanford psy.d. consortium
stanford university,124080998,pgsp-stanford psy.d. consortium
stanford university,60141708,precourt institute for energy
stanford university,60091249,richard m. lucas center for imaging
stanford university,126957307,section chief of the va palo alto-stanford palliative care program
stanford university,60025590,slac national accelerator laboratory
stanford university,126471422,spark at stanford advisor
stanford university,123976447,stanford
stanford university,124861877,stanford
stanford university,124448662,stanford 3d and quantitative imaging laboratory
stanford university,130665222,stanford adolescent & young adult cancer program
stanford university,131836179,stanford adult cystic fibrosis program
stanford university,124844317,stanford adult kidney transplant program
stanford university,123696698,stanford alzheimer's disease research center
stanford university,126083331,stanford amyloid center
stanford university,124849140,stanford anesthesiology
stanford university,126206162,stanford antimicrobial safety and sustainability program
stanford university,124120206,stanford artificial intelligence in medicine centre
stanford university,129441651,stanford assessment of bone and muscle across the ages (samba) center
stanford university,60091250,stanford bio-x
stanford university,128178374,stanford biodesign program
stanford university,123789278,stanford brain organogenesis
stanford university,129898532,stanford brain stimulation lab
stanford university,126876394,stanford cancer center south bay
stanford university,125159994,stanford cancer clinical trials office
stanford university,60010984,stanford cancer institute
stanford university,127413594,stanford cardinal football
stanford university,132626870,stanford cardiovascular institute
stanford university,128784925,stanford center at the incheon global campus
stanford university,127717243,stanford center for artificial intelligence in medicine and imaging
stanford university,127244716,stanford center for asian health research and education
stanford university,109699104,stanford center for excellence in pulmonary biology
stanford university,123730274,stanford center for genomics and personalized medicine
stanford university,124437379,stanford center for health education
stanford university,128272533,stanford center for health education
stanford university,123811513,stanford center for inherited cardiovascular disease
stanford university,115985963,stanford center for inherited heart disease
stanford university,124719804,stanford center for innovation in global health
stanford university,125434342,stanford center for policy
stanford university,131230233,stanford center for precision mental health and wellness
stanford university,111305879,stanford center for sleep research and medicine
stanford university,118167683,stanford center for sleep sciences and medicine
stanford university,123826307,stanford center for undiagnosed diseases
stanford university,101350381,stanford center institute palo alto
stanford university,129958782,stanford center of china's economy and institutions
stanford university,131952592,stanford center on early childhood
stanford university,124836650,stanford center on philanthropy and civil society
stanford university,126141522,stanford chem-h
stanford university,124476681,stanford chem-h macromolecular structure knowledge center
stanford university,123970222,stanford children’s health
stanford university,128272447,stanford clinical excellence research center
stanford university,128837865,stanford comprehensive epilepsy center
stanford university,129858144,stanford comprehensive movement disorders center
stanford university,120334706,stanford department of biomedical data science
stanford university,127673856,stanford department of dermatology
stanford university,125727750,stanford department of ophthalmology
stanford university,126245547,stanford department of otolaryngology-head and neck surgery
stanford university,129973124,stanford department of psychiatry and behavioral health
stanford university,125622613,stanford department of psychiatry and behavioral sciences
stanford university,131658269,stanford department of surgery
stanford university,127579747,stanford departments of ophthalmology and pathology
stanford university,131530263,stanford digestive health clinic
stanford university,130347399,stanford digital economy lab
stanford university,125149310,stanford distinguished careers institute
stanford university,121338716,stanford division of primary care and population health
stanford university,125216640,stanford division of primary care and population health
stanford university,60141503,stanford doerr school of sustainability
stanford university,113446493,stanford ear institute
stanford university,131918056,stanford emmett interdisciplinary program for environment and resources
stanford university,60141508,stanford engineering
stanford university,123707305,stanford exploration project
stanford university,131482752,stanford female athlete science and translational research (fastr) program
stanford university,120237104,stanford fertility and reproductive medicine center
stanford university,123752242,stanford functional genomics facility
stanford university,127165578,stanford global center for gender equality
stanford university,60020928,stanford graduate school of business
stanford university,60025911,stanford graduate school of education
stanford university,129814773,stanford health care
stanford university,132183971,stanford health care
stanford university,127084361,stanford health center
stanford university,127346942,stanford health library
stanford university,124480636,stanford health policy
stanford university,60015615,stanford healthcare
stanford university,129612714,stanford healthcaretri-valley
stanford university,130007380,stanford heart and vascular clinic- vascular laboratory
stanford university,130047536,stanford hospital medicine
stanford university,126760680,stanford hospitals and clinics
stanford university,123894114,stanford human intracranial cognitive electrophysiology program (shicep)
stanford university,124439443,stanford immigration policy lab
stanford university,131645998,stanford immune behavioral health clinic and research program
stanford university,125763200,stanford innovative medicines accelerator
stanford university,132356037,stanford institute for computational and mathematical engineering
stanford university,124812265,stanford institute for human-centered ai
stanford university,100520527,stanford institute for human-centered artificial intelligence
stanford university,107091627,stanford institute for materials and energy sciences
stanford university,129101813,stanford internet observatory
stanford university,125149321,stanford king center on global development
stanford university,60010417,stanford law school
stanford university,117453691,stanford law’s center for internet and society
stanford university,126069195,stanford lemann center
stanford university,125286346,stanford lifestyle medicine
stanford university,130210417,stanford maternal and child health research institute
stanford university,60274003,stanford medicine
stanford university,129241498,stanford medicine
stanford university,129943370,stanford medicine children's health
stanford university,133191662,stanford metabolic psychiatry clinic
stanford university,131399807,stanford mstp
stanford university,126243835,stanford nano shared facilities
stanford university,131917334,stanford neuro-immuno-oncology (nio) program
stanford university,124438824,stanford online high school
stanford university,131937055,stanford pediatric aerodigestive center
stanford university,123418545,stanford pelvic health center
stanford university,116056622,stanford physical medicine and rehabilitation
stanford university,132917593,stanford post-acute covid-syndrome clinic
stanford university,125613098,stanford primary care los altos
stanford university,129617344,stanford professionals in energy (spie)
stanford university,125922413,stanford pulse institute
stanford university,125901371,stanford quantitative sciences unit
stanford university,124409066,stanford radiological sciences lab
stanford university,129897866,stanford radiology
stanford university,131029393,stanford repertory theater
stanford university,131112126,stanford research into the impact of tobacco advertising (srita)
stanford university,60013308,stanford research systems
stanford university,125138729,stanford residential & dining enterprises
stanford university,132021370,stanford school of medicine
stanford university,132188132,stanford sinus center
stanford university,60005585,stanford sleep disorders center
stanford university,126017947,stanford sleep medicine clinic
stanford university,132350431,stanford social ecology lab
stanford university,60023012,stanford synchrotron radiation lightsource
stanford university,132383078,stanford transplant outcomes research center (storc)
stanford university,60012708,stanford university
stanford university,60032838,stanford university school of medicine
stanford university,123796564,stanford universityschool of medicine
stanford university,129167762,stanford who-fic collaboration center
stanford university,60141701,stanford woods institute for the environment
stanford university,129946313,stanford beverly hills and oxnard
stanford university,121390603,stanford-o'connor family medicine residency
stanford university,123801244,stanford-surgery policy improvement research and education center (s-spire)
stanford university,124865684,stanford-surgery policy improvement research and education center (s-spire)
stanford university,131866089,stanford/kaiser emergency medicine program
stanford university,123828670,stanford/kaiser emergency medicine residency program
stanford university,132599457,stanford’s center for innovation in global health
stanford university,132599474,stanford’s center for innovation in global health and human & planetary health initiative
stanford university,109996174,stanford’s center on democracy
stanford university,131905406,stanford’s psychology department
stanford university,60287975,suncat center for interface science and catalysis
stanford university,129775828,the stanford child and adult hip preservation center
stanford university,60141711,tomkat center for sustainable energy
stanford university,129794565,virx stanford
the ohio state university,60119229,animal welfare science centre
the ohio state university,60013997,byrd polar and climate research center
the ohio state university,60149838,college of engineering
the ohio state university,60149853,college of food agricultural and environmental sciences
the ohio state university,60149858,department of food agricultural and biological engineering
the ohio state university,60090016,dorothy m. davis heart and lung research institute
the ohio state university,60116516,fisher college of business
the ohio state university,60086722,franz theodore stone laboratory
the ohio state university,60136675,mobility21
the ohio state university,60013499,ohio agricultural research and development center
the ohio state university,131422883,ohio state department of plastic surgery
the ohio state university,60278819,ohio state dodd rehabilitation hospital
the ohio state university,60278814,ohio state east hospital
the ohio state university,125946538,ohio state global one health
the ohio state university,127864429,ohio state global one health initiative
the ohio state university,60278818,ohio state harding hospital
the ohio state university,60278816,ohio state richard m. ross heart hospital
the ohio state university,108146869,ohio state sports medicine research institute
the ohio state university,60016975,ohio state university agricultural technical institute
the ohio state university,60080008,ohio state university research foundation
the ohio state university,133194504,ohio state university’s college of social work
the ohio state university,60149893,spine research institute
the ohio state university,130095838,the ohio state college of public health division of epidemiology
the ohio state university,60003500,the ohio state university
the ohio state university,60032497,the ohio state university college of medicine
the ohio state university,60002058,the ohio state university comprehensive cancer center
the ohio state university,60015140,the ohio state university wexner medical center
the ohio state university,130730620,the ohio state university’s department of biomedical informatics
unc chapel hill,60122481,brain imaging and analysis center
unc chapel hill,60005053,carolina population center
unc chapel hill,131963342,center for functional gastrointestinal and motility disorders at the university of north carolina
unc chapel hill,60142023,college of arts & sciences
unc chapel hill,60142064,department of applied physical sciences
unc chapel hill,60279952,department of biomedical engineering
unc chapel hill,60142067,department of computer science
unc chapel hill,60142157,department of environmental sciences and engineering
unc chapel hill,60142163,department of nutrition
unc chapel hill,128502043,duke/unc alzheimer's disease research center
unc chapel hill,132653442,elizabeth city state campus of the university of north carolina (unc)
unc chapel hill,106118929,institute for the environmentunc at chapel hillnc
unc chapel hill,124914743,lineberger comprehensive cancer centeruniversity of north carolina
unc chapel hill,123264492,rockingham/unc cancer center
unc chapel hill,133421606,rti–university of north carolina evidence-based practice center
unc chapel hill,110044774,the hamner-university of north carolina institute for drug safety sciences
unc chapel hill,60025111,the university of north carolina at chapel hill
unc chapel hill,124617761,the university of north carolina at chapel hill unc project-china
unc chapel hill,126218151,the university of north carolina liberia project
unc chapel hill,60017717,the university of north carolina system
unc chapel hill,127026228,the university of north carolina teacch autism program
unc chapel hill,123777165,the university of north carolina translational pathology laboratory
unc chapel hill,122737389,the university of north carolina-vietnam office
unc chapel hill,125486231,unc at chapel hill
unc chapel hill,132608234,unc center for bioethics
unc chapel hill,113177740,unc center for community capital
unc chapel hill,123300771,unc center for health equity research
unc chapel hill,60030945,unc eshelman school of pharmacy
unc chapel hill,117280906,unc fertility
unc chapel hill,60016639,unc gillings school of global public health
unc chapel hill,121353955,unc global projects zambia
unc chapel hill,131252626,unc global projects zambia
unc chapel hill,132160681,unc global projects/kamwala district health centre
unc chapel hill,60002968,unc health
unc chapel hill,114197538,unc horizons
unc chapel hill,128727216,unc horizons program
unc chapel hill,131089203,unc hospitals outpatient clinics
unc chapel hill,60122501,unc kenan-flagler business school
unc chapel hill,126389420,unc medical center
unc chapel hill,127410673,unc orthopedics and sports medicine at lenoir
unc chapel hill,129612285,unc physicians network
unc chapel hill,127561832,unc primary care
unc chapel hill,120187099,unc project
unc chapel hill,121267830,unc project vietnam
unc chapel hill,113041034,unc project-china
unc chapel hill,113885172,unc project-china
unc chapel hill,60072681,unc project-malawi
unc chapel hill,130950250,unc project–malawi
unc chapel hill,60020469,unc school of medicine
unc chapel hill,101425187,unc school of nursing
unc chapel hill,125295606,unc school of public health
unc chapel hill,126483917,unc vietnam
unc chapel hill,60013450,unc-ch adams school of dentistry
unc chapel hill,107856305,university of north carolina
unc chapel hill,108157432,university of north carolina
unc chapel hill,109727961,university of north carolina
unc chapel hill,115351973,university of north carolina
unc chapel hill,117504699,university of north carolina
unc chapel hill,121177509,university of north carolina
unc chapel hill,121428952,university of north carolina
unc chapel hill,129612267,university of north carolina
unc chapel hill,132155300,university of north carolina
unc chapel hill,132184177,university of north carolina
unc chapel hill,119591818,university of north carolina (unc) hiv cure center
unc chapel hill,121501038,university of north carolina at cha
unc chapel hill,132561130,university of north carolina at chapel hill school of medicine
unc chapel hill,129503268,university of north carolina chapel hill project malawi
unc chapel hill,124235667,university of north carolina children's hospital
unc chapel hill,117184300,university of north carolina coastal studies institute
unc chapel hill,131974099,university of north carolina collaborative for maternal and infant health
unc chapel hill,120356173,university of north carolina global projects zambia
unc chapel hill,130892646,university of north carolina global projects zambia
unc chapel hill,132338414,university of north carolina global projects-kamwala health centre
unc chapel hill,129498429,university of north carolina global projects-zambia
unc chapel hill,132402479,university of north carolina health blue ridge
unc chapel hill,106542009,university of north carolina hospitals
unc chapel hill,109659132,university of north carolina injury prevention research center
unc chapel hill,132915538,university of north carolina institute for global health and infectious diseases
unc chapel hill,123777168,university of north carolina lilongwe clinical research site
unc chapel hill,114100591,university of north carolina lineberger comprehensive cancer center
unc chapel hill,124352076,university of north carolina physician network
unc chapel hill,116353705,university of north carolina physicians network
unc chapel hill,112979478,university of north carolina project-china
unc chapel hill,121894133,university of north carolina project-china
unc chapel hill,126189755,university of north carolina project-china
unc chapel hill,127190702,university of north carolina project-china
unc chapel hill,127674760,university of north carolina project-china
unc chapel hill,130256479,university of north carolina project-china
unc chapel hill,122118382,university of north carolina school of global public health
unc chapel hill,122628494,university of north carolina school of law
unc chapel hill,127593137,university of north carolina school of medicine
unc chapel hill,127694839,university of north carolina school of medicine
unc chapel hill,126553733,university of north carolina southeastern
unc chapel hill,122493923,university of north carolina's biomedical research imaging center
unc chapel hill,100513236,university of north carolina-lilongwe
unc chapel hill,123777239,university of north carolina-lilongwe clinical research institute
unc chapel hill,128670470,university of north carolina‒world health organization (unc who)
unc chapel hill,115638385,university of north carolina’s
unc chapel hill,123294944,university of north carolina’s school of media and journalism
university of california los angeles,123427247,ahmanson-ucla cardiomyopathy center
university of california los angeles,127054028,ahmanson–ucla cardiomyopathy center
university of california los angeles,126358707,black feminism initiative ucla center for the study of women ucla (haley)
university of california los angeles,60117623,california nanosystems institute
university of california los angeles,131220443,california policy lab at ucla and california
university of california los angeles,101400071,california los angeles u. of
university of california los angeles,60087034,cure: digestive diseases research core center
university of california los angeles,60005247,david geffen school of medicine at ucla
university of california los angeles,131265338,david geffen school of medicine at ucla
university of california los angeles,129770715,distinguished professor of medicine and research director of the california nano systems institute at ucla
university of california los angeles,122628008,doheny eye center ucla
university of california los angeles,115241743,euclados bioinformatics solutions
university of california los angeles,130536663,fielding school of public health at ucla
university of california los angeles,129517809,goodman-luskin microbiome center at ucla
university of california los angeles,100737194,harbor-ucla
university of california los angeles,107003722,harbor-ucla
university of california los angeles,124208642,harbor-ucla
university of california los angeles,133262015,harbor-ucla
university of california los angeles,60016081,harbor-ucla medical center
university of california los angeles,100658058,harbor-ucla research and education institute
university of california los angeles,132231994,hope therapy center/ucla medical school integrative psychiatry
university of california los angeles,60101299,institute of geophysics and planetary physics (igpp) at ucla
university of california los angeles,125879876,iris cantor-ucla women's health center
university of california los angeles,125879989,iris cantor-ucla women's health education and research center
university of california los angeles,60006511,jane & terry semel institute for neuroscience & human behavior
university of california los angeles,132950840,kern medical (ucla david geffen school of medicine affiliate)
university of california los angeles,107995864,olive view-ucla education and res inst
university of california los angeles,60361149,olive view-ucla education and research institute
university of california los angeles,101686413,pathology university of california at los angeles
university of california los angeles,129498395,ronald reagan ucla
university of california los angeles,60032023,ronald reagan ucla medical center
university of california los angeles,106684426,ronald reagan–ucla medical center
university of california los angeles,60085729,st. john's cardiovascular research center
university of california los angeles,118963026,the dumont-ucla liver cancer center
university of california los angeles,129683645,the dumont-ucla transplantation center
university of california los angeles,131431257,the ucla integrative psychiatry clinic
university of california los angeles,129043326,the ucla veterans legal clinic
university of california los angeles,132067180,ucla
university of california los angeles,60078126,ucla american indian studies center
university of california los angeles,100846446,ucla and nber
university of california los angeles,121176676,ucla and orthopaedic hospital department of orthopaedic surgery and the orthopaedic hospital research center
university of california los angeles,60109559,ucla anderson school of management
university of california los angeles,126042292,ucla barbra streisand women's heart health program
university of california los angeles,126915367,ucla behavioral health associates
university of california los angeles,128934154,ucla biomedical library (louise m. darling)
university of california los angeles,101846187,ucla brain injury research center
university of california los angeles,115363059,ucla brain tumor imaging laboratory
university of california los angeles,133135281,ucla broad stem cell research center
university of california los angeles,132231939,ucla cardiac arrhythmia center and electrophysiology programs
university of california los angeles,128501824,ucla cardiology lab
university of california los angeles,133281628,ucla care center crs
university of california los angeles,126803587,ucla center for east-west medicine
university of california los angeles,109725014,ucla center for health services and society
university of california los angeles,125946597,ucla center for hiv identification
university of california los angeles,60085730,ucla center for human nutrition
university of california los angeles,106777613,ucla center for near eastern studies
university of california los angeles,126889147,ucla center for smart health
university of california los angeles,107822793,ucla center for surgical outcomes and quality
university of california los angeles,131173016,ucla center for the liberal arts and free institutions (clafi)
university of california los angeles,133258879,ucla centre for the transformation of schools
university of california los angeles,112703212,ucla cerebral blood flow laboratory
university of california los angeles,113993471,ucla children's discovery and innovation institute
university of california los angeles,101340336,ucla children's hospital
university of california los angeles,132711226,ucla children’s heart center
university of california los angeles,129825847,ucla college of life sciences
university of california los angeles,126563104,ucla core kidney health program collaborator
university of california los angeles,126291649,ucla department of architecture and urban design
university of california los angeles,106736068,ucla department of biostatistics
university of california los angeles,127430863,ucla department of emergency medicine
university of california los angeles,105866027,ucla department of internal medicine
university of california los angeles,125719257,ucla department of medicine biostats
university of california los angeles,117637577,ucla department of neurosurgery
university of california los angeles,106628937,ucla department of orthopedic surgery
university of california los angeles,101014702,ucla department of psychiatry and biobehavioral sciences
university of california los angeles,122109249,ucla department of psychiatry and biobehavioral sciences
university of california los angeles,100472691,ucla department of psychology
university of california los angeles,107938926,ucla department of psychology
university of california los angeles,131060752,ucla department of psychology
university of california los angeles,123372750,ucla department of urban planning
university of california los angeles,130108987,ucla dept. of computational medicine
university of california los angeles,106971761,ucla division of cardiology
university of california los angeles,130424942,ucla division of endocrinology
university of california los angeles,113924123,ucla division of hematology-oncology
university of california los angeles,125333360,ucla evaluation and technical assistance center
university of california los angeles,129973793,ucla field school of public health
university of california los angeles,60029270,ucla fielding school of public health
university of california los angeles,117480775,ucla fit for healthy weight program
